ReviewerID	ProductID	Name	Review	Rating	Summary	Date
ASXL207Z7R6SC	B000V5Q9Y0	movie lover jean	I now own 9 seasons of this video, I have always loved the Law & Order series, all of them  and hope to own them all.,	5	Law & Order  SVU,	07-07-2009
A3AP3CDXP7HF6Y	B000VU2STU	Amy S. Hayley	This show is incredible.  Finally a well-written storyline that hooks you immediately!!  Damian Lewis does a phenominal job. I liked him instantly and have consistently watched as his character grows. Life has excellent script writing.  I really enjoy this show and hope it continues.  Life requires viewers to actually have a brain as it stimulates deep thought!!  WONDERFUL!  Keep it coming!!!!,	5	Addict,	02-01-2008
A1CQGAPQMN41LV	B000VU2SW2	A. Whitehead Werthead	Chuck Bartowski works for a huge electronics store in Los Angeles, Buy More, but is still annoyed at being framed for a misdemeanour he didn't commit which led to him getting thrown out of Stanford University several years earlier. Bryce Larkin, Chuck's former best friend and the guy who framed him, sends Chuck a mysterious email which causes him to pass out. When he wakes up, he discovers that he has downloaded the Intersect - the entire American secret database on international criminals, terrorists and other restricted subjects - into his brain. With the Intersect itself destroyed and Larkin dead, this means that the CIA and NSA need Chuck to help them defend American interests. Thus, he is forced into a double life of maintaining his working life at the Buy More whilst also helping CIA agent Sarah Walker and NSA agent John Casey fight international crime using his subliminal knowledge.Right from the start, Chuck puts its colours on the mast: this is going to be a show where the idea is to watch it and ...	4	Relentlessly enjoyable,	07-03-2011
A158B3P7SYRQCX	B000VU2SW2	Brus V	Great Show!  Nerds and Spooks.  It's the perfect partnership.  Chuck, a Stanford drop out, working at the Buy More, gets an  email from his sort of best friend.  The email contains current and past U.S. intelligence.  The email imprints all this data into Chuck's memory.  Soon after, Chuck meets Sara and falls head over heals for her.  It turns out, she is his handler, and charged with keeping him safe, and the information intact.  This is the story of how Chuck grows out of being just a Nerd Herder, to a real spy with the help of friends, family, the CIA, and Sara.  It's a story of nerds, love, action, and comedy.  We love it.,	5	Chuck,	06-01-2014
A2QWF2BJ2FM4R2	B000VU2SW2	Lovblad	This is one of the better series to have appeared lately. Chuck is one of the Nerd Herd at Buy More who gets the complete memory of a supercomputer downloaded into his brain. He ends up being chased and protected by some secret agents, one who of course is a pretty blonde. You see the thing. But while this might have been a complete failure, the creators of the series have managed to come up with one of the successes of TV of lately.,	5	Good clean fun,	02-04-2009
A374N6FTIT1A7N	B000VU2SW2	Niugui Cilantron	... but I can't think of anything to add that hasn't already been said.  It's a wonderful show, a clever blend of humor, romance, and action.  Great acting, great characters, etc.  I'm writing this mostly because I've been re-reading Cerebus and I just had to give 5 stars to a show I bet Dave Sim doesn't like.  Hehehe.,	5	Sorry...,	12-04-2010
A19W14E4KGSP30	B000VU2SW2	Sandra Sneed	I enjoyed the first episode (pilot) of Chuck when it first aired on NBC. I became a fan and watched it until the show ended. Season one was one of the best seasons and I am glad I own it.,	5	Funny Show,	07-10-2013
AZAC7B4HD5ZVC	B000VU2SW2	Steven Herring	This show at first looked a bit laughable to me, but I assure you this is a well conceived series. All the actors have been chosen with great care, and they interact with one another as though they had been working with eachother their entire lives. They have great chemistry in every scene, it's like they're best friends in real life. The show has alot of comedy which is only broken up by action and dramatic story telling. What I love about the show is it's many references to movies, television, and video games. Chuck is not James Bond, not even close in fact. It is hilarious watching him try to fit into the world of espionage. He does have two bodyguards Sarah and Casey to protect him. Sarah is a beautiful blonde agent that is sent to be his girlfriend (lucky guy), and Casey is the heavy artillery side of the team. It's really fun to see Chucks and Sarah's relationship grow throughout the season. They clearly have great chemistry and that leads to some romantic moments. It's sorta like on LOST with Jack a...	5	A nerds ultimate fantasy.,	01-05-2010
A2ELZO52TVDHJM	B000VU4GW2	Aruban	This is a good series with Damien Lewis, of &#34;Homeland&#34; fame, playing a former LAPD police officer, who returns to the force after having been wrongly imprisoned for twelve years.  He's received millions of dollars for his false imprisonment, but rejoins the force to track down those who set him up.  It appears that there are only two seasons, but we are enjoying it.,	4	Life Season 1,	02-08-2014
A3HZHTHOSEHHXT	B000VU4GW2	Avril Sol	Unique show. Can't wait to see how season 1 ends.,	5	Five Stars,	07-07-2014
A7CF9ZRZJ3S07	B000VU4GW2	Bernice E. Johnson	Life Season 1 has great characters, excellent acting, and a plot that keeps you wanting to go on to the next episode.  Season 2 is every bit as fascinating.,	5	Life Season 1,	05-01-2014
AU87252OMM1N2	B000VU4GW2	Book Lover	This show is a little dark - the premise being a cop spends 12 years in jail for a crime he did not commit.  Although he is awarded big bucks when he is freed, he goes back on the job.  He is not welcomed back.  I think this is probably true to life.  The acting is good.  I do not care for the female head honcho...  I think she had something to do with the original setup.,	4	Life - OK,	06-05-2014
A11VA3D3E98CBN	B000VU4GW2	Brian	Charlie Crews trough Damian Lewis approaches detective work through a combination of intelligence, in zen. Wrongfully imprisoned the shows always has a great lead case and solving his own is advanced. It is the greatest shame this show was not picked up ongoing. I&#8217;ve watched it 3 times since it was cancelled.,	5	Funny, Intelligent and Different,	02-10-2014
AMOS0E4FEHZQC	B000VU4GW2	Carol J. Rader crdvm	Life has a good pace, is clever and ironic, with likable characters. It is not the nasty bloodbath you see in so many shows these days.,	5	witty, complex,	01-04-2014
AX5ZFU92MGAZB	B000VU4GW2	CVB	I never saw this promoted on TV and I wish it had been more popular so there were additional seasons. It's unique and funny. It is an unusual, almost unbelievable storyline but it unfolds in such a way that - if you stay with it - you become hooked. At least I did. I want to know more about why this cop ended up in prison, what's with him and his lawyer, his partner, his exwife and just about everyone else he knew and meets up with. Damien Lewis' character is definitely a contradiction. One of the things I don't like is the repetitive interviews with people about what they think of the cop going to jail. It's seldom new, they keep playing the same stuff over and over. That is a bit annoying. But the series and the actors are great. Adam Arkin has a quirky part, very similar to the character he played on Northern Exposure and equally effective.,	4	Wish it had been successful,	08-04-2013
A94Z0RZNQHAWS	B000VU4GW2	Deb	So far I enjoyed watching, very funny sometimes.12 more words required, this is why I don;t review more often,what is wrong with my first line.,	4	life,	07-11-2013
A2J2WZ8T92MG1B	B000VU4GW2	Faith Griffith	A little too quirky sometimes for us experienced TV detective show watchers-- still enjoyable, just outside the realm of realistic. The female partner is, disappointingly, a weak link.,	4	Good, quirky show,	10-02-2013
A4CFB27NIIOSY	B000VU4GW2	Gregg Davis	I found this show very interesting...only seen 3 episodes so far but I've enjoyed the storylines. I would recommend it,	5	very good show,	01-06-2014
AX2TFBRAQ5W5M	B000VU4GW2	Jane Garmon	Not as good as I anticipated, probably since I saw Homeland first.  Still watching season 1 so maybe things will get better.,	3	Life,	05-04-2014
A7I1Z1E0I4YD9	B000VU4GW2	j	this series was a pleasant surprise - every segment we are reminded that this man spent over a decade behind bars and he craves light, fresh fruit and other small comforts we take for granted. Totally likeable, believable character in a harsh world of reality.,	4	life,	04-10-2014
ASSP0WDQ8CCVT	B000VU4GW2	k9krzy	Loved  it and bought Season 2 but slightly disappointed in the turn of events regarding the character inter-actions on Season 2.,	5	Life - Season 1,	11-01-2013
A23YN4TXK5BCSF	B000VU4GW2	Linda H. Munday	I like the concept, actors are well cast and production values good.  Too bad there are only two seasons.  I can't wait to watch the next episode.  There is a new crime to solve plus the ongoing mystery of who is really guilty of the murders Mark (lead character, forgot his name) was sent to prison for.  I also like the bits of philosophy interjected throughout the show.,	4	Most intriguing show,	03-03-2014
A357LUSFAF6NJM	B000VU4GW2	Mandorallen	The pile of manure being the innumerable other cop shows out there that do the same exact thing. How on earth do all of them have viewership's? They don't deserve them. They are fairly unoriginal.Not so with Life. It is delightful. The style and such of the cinematography is sleek but unique, a hard combination to come by.The writing is so much fun. One minute deadly serious. One minute laugh out loud funny. And always sharp no matter what.Acting is incredible in every way. Story is fun.Watch this instead of those other shows that are simply boring and tired.,	5	Wow. A diamond in a pile of manure.,	03-01-2012
